timestamp,court,date,case_number,filename,status
2025-07-23T20:25:07.409581,COA02,2025-07-03,02-24-00008-CR,02-24-00008-CR_mem.pdf,downloaded
2025-07-23T20:25:07.578778,COA02,2025-07-03,02-24-00144-CR,02-24-00144-CR_mem.pdf,downloaded
2025-07-23T20:25:07.729075,COA02,2025-07-03,02-24-00191-CR,02-24-00191-CR_mem.pdf,downloaded
2025-07-23T20:25:08.203295,COA02,2025-07-03,02-24-00305-CR,02-24-00305-CR_mem.pdf,downloaded
2025-07-23T20:25:08.745057,COA03,2025-07-03,03-24-00137-CR,03-24-00137-CR_mem.pdf,downloaded
2025-07-23T20:25:13.452113,COA10,2025-07-03,10-25-00028-CR,10-25-00028-CR_mem.pdf,downloaded
2025-07-23T20:25:14.032987,COA11,2025-07-03,11-24-00017-CR,11-24-00017-CR_mem.pdf,downloaded
2025-07-23T20:25:18.003920,COA11,2025-07-03,11-25-00141-CR,11-25-00141-CR_mem.pdf,downloaded
2025-07-23T20:25:19.225516,COA13,2025-07-03,13-24-00248-CR,13-24-00248-CR_op.pdf,downloaded
2025-07-23T20:25:19.365989,COA13,2025-07-03,13-24-00250-CR,13-24-00250-CR_op.pdf,downloaded
2025-07-23T20:25:20.631102,COA14,2025-07-03,14-24-00316-CR,14-24-00316-CR_mem.pdf,downloaded
2025-07-23T20:25:35.912607,COA05,2025-07-07,05-23-00749-CR,05-23-00749-CR_mem.pdf,downloaded
2025-07-23T20:25:36.038296,COA05,2025-07-07,05-23-01303-CR,05-23-01303-CR_mem.pdf,downloaded
2025-07-23T20:25:36.577131,COA05,2025-07-07,05-25-00803-CR,05-25-00803-CR_mem.pdf,downloaded
2025-07-23T20:25:37.082790,COA06,2025-07-07,06-25-00003-CR,06-25-00003-CR_mem.pdf,downloaded
2025-07-23T20:25:37.173123,COA06,2025-07-07,06-25-00091-CR,06-25-00091-CR_mem.pdf,downloaded
2025-07-23T20:25:51.132804,COA14,2025-07-08,14-23-00819-CR,14-23-00819-CR_mem.pdf,downloaded
2025-07-23T20:25:54.211716,COA03,2025-07-09,03-23-00464-CR,03-23-00464-CR_mem.pdf,downloaded
2025-07-23T20:25:55.261648,COA04,2025-07-09,04-24-00005-CR,04-24-00005-CR_mem.pdf,downloaded
2025-07-23T20:25:55.413561,COA04,2025-07-09,04-24-00534-CR,04-24-00534-CR_mem.pdf,downloaded
2025-07-23T20:25:58.705951,COA09,2025-07-09,09-23-00347-CR,09-23-00347-CR_mem.pdf,downloaded
2025-07-23T20:25:58.832240,COA09,2025-07-09,09-24-00316-CR,09-24-00316-CR_mem.pdf,downloaded
2025-07-23T20:25:58.962511,COA09,2025-07-09,09-25-00125-CR,09-25-00125-CR_mem.pdf,downloaded
2025-07-23T20:26:00.337086,COA12,2025-07-09,12-24-00332-CR,12-24-00332-CR_mem.pdf,downloaded
2025-07-23T20:26:03.580665,COA02,2025-07-10,02-24-00273-CR,02-24-00273-CR_mem.pdf,downloaded
2025-07-23T20:26:03.731861,COA02,2025-07-10,02-24-00275-CR,02-24-00275-CR_mem.pdf,downloaded
2025-07-23T20:26:03.836119,COA02,2025-07-10,02-24-00406-CR,02-24-00406-CR_mem.pdf,downloaded
2025-07-23T20:26:10.055825,COA10,2025-07-10,10-23-00178-CR,10-23-00178-CR_mem.pdf,downloaded
2025-07-23T20:26:10.211833,COA10,2025-07-10,10-23-00357-CR,10-23-00357-CR_mem.pdf,downloaded
2025-07-23T20:26:12.264615,COA13,2025-07-10,13-24-00196-CR,13-24-00196-CR_mem.pdf,downloaded
2025-07-23T20:26:12.424770,COA13,2025-07-10,13-24-00454-CR,13-24-00454-CR_mem.pdf,downloaded
2025-07-23T20:26:13.300571,COA14,2025-07-10,14-25-00482-CR,14-25-00482-CR_mem.pdf,downloaded
2025-07-23T20:26:16.261659,COA03,2025-07-11,03-24-00049-CR,03-24-00049-CR_mem.pdf,downloaded
2025-07-23T20:26:16.363852,COA03,2025-07-11,03-25-00426-CR,03-25-00426-CR_mem.pdf,downloaded
2025-07-23T20:26:18.755553,COA05,2025-07-11,05-24-00566-CR,05-24-00566-CR_mem.pdf,downloaded
2025-07-23T20:26:27.564164,COA06,2025-07-14,06-24-00156-CR,06-24-00156-CR_mem.pdf,downloaded
2025-07-23T20:26:27.659464,COA06,2025-07-14,06-24-00158-CR,06-24-00158-CR_mem.pdf,downloaded
2025-07-23T20:26:27.753248,COA06,2025-07-14,06-24-00160-CR,06-24-00160-CR_mem.pdf,downloaded
2025-07-23T20:26:27.847799,COA06,2025-07-14,06-24-00162-CR,06-24-00162-CR_mem.pdf,downloaded
2025-07-23T20:26:28.004277,COA06,2025-07-14,06-24-00189-CR,06-24-00189-CR_mem.pdf,downloaded
2025-07-23T20:26:28.108879,COA06,2025-07-14,06-25-00004-CR,06-25-00004-CR_mem.pdf,downloaded
2025-07-23T20:26:32.750559,COA01,2025-07-15,01-23-00686-CR,01-23-00686-CR_mem.pdf,downloaded
2025-07-23T20:26:32.897883,COA01,2025-07-15,01-25-00152-CR,01-25-00152-CR_mem.pdf,downloaded
2025-07-23T20:26:33.018197,COA01,2025-07-15,01-25-00305-CR,01-25-00305-CR_mem.pdf,downloaded
2025-07-23T20:26:37.884531,COA07,2025-07-15,07-25-00040-CR,07-25-00040-CR_mem.pdf,downloaded
2025-07-23T20:26:44.332748,COA14,2025-07-15,14-23-00947-CR,14-23-00947-CR_mem.pdf,downloaded
2025-07-23T20:26:44.528844,COA14,2025-07-15,14-24-00189-CR,14-24-00189-CR_mem.pdf,downloaded
2025-07-23T20:26:44.648108,COA14,2025-07-15,14-24-00467-CR,14-24-00467-CR_mem.pdf,downloaded
2025-07-23T20:26:47.095360,COA04,2025-07-16,04-24-00526-CR,04-24-00526-CR_mem.pdf,downloaded
2025-07-23T20:26:47.222795,COA04,2025-07-16,04-25-00436-CR,04-25-00436-CR_mem.pdf,downloaded
2025-07-23T20:26:49.514132,COA07,2025-07-16,07-25-00061-CR,07-25-00061-CR_mem.pdf,downloaded
2025-07-23T20:26:54.476893,COA01,2025-07-17,01-23-00544-CR,01-23-00544-CR_mem.pdf,downloaded
2025-07-23T20:26:54.612382,COA01,2025-07-17,01-23-00748-CR,01-23-00748-CR_mem.pdf,downloaded
2025-07-23T20:26:55.731627,COA02,2025-07-17,02-24-00069-CR,02-24-00069-CR_mem.pdf,downloaded
2025-07-23T20:26:55.885051,COA02,2025-07-17,02-24-00230-CR,02-24-00230-CR_mem.pdf,downloaded
2025-07-23T20:26:56.002216,COA02,2025-07-17,02-24-00248-CR,02-24-00248-CR_mem.pdf,downloaded
2025-07-23T20:26:56.142920,COA02,2025-07-17,02-25-00021-CR,02-25-00021-CR_mem.pdf,downloaded
2025-07-23T20:26:56.231010,COA02,2025-07-17,02-25-00207-CR,02-25-00207-CR_mem.pdf,downloaded
2025-07-23T20:27:02.099168,COA03,2025-07-17,03-24-00504-CR,03-24-00504-CR_mem.pdf,downloaded
2025-07-23T20:27:04.399235,COA06,2025-07-17,06-24-00198-CR,06-24-00198-CR_mem.pdf,downloaded
2025-07-23T20:27:04.510085,COA06,2025-07-17,06-24-00216-CR,06-24-00216-CR_mem.pdf,downloaded
2025-07-23T20:27:05.013277,COA07,2025-07-17,07-24-00334-CR,07-24-00334-CR_mem.pdf,downloaded
2025-07-23T20:27:06.571259,COA10,2025-07-17,10-23-00135-CR,10-23-00135-CR_mem.pdf,downloaded
2025-07-23T20:27:06.705898,COA10,2025-07-17,10-23-00342-CR,10-23-00342-CR_mem.pdf,downloaded
2025-07-23T20:27:06.816544,COA10,2025-07-17,10-24-00175-CR,10-24-00175-CR_mem.pdf,downloaded
2025-07-23T20:27:07.325927,COA11,2025-07-17,11-24-00063-CR,11-24-00063-CR_mem.pdf,downloaded
2025-07-23T20:27:07.431155,COA11,2025-07-17,11-24-00164-CR,11-24-00164-CR_mem.pdf,downloaded
2025-07-23T20:27:08.883429,COA13,2025-07-17,13-23-00379-CR,13-23-00379-CR_mem.pdf,downloaded
2025-07-23T20:27:09.044276,COA13,2025-07-17,13-25-00117-CR,13-25-00117-CR_mem.pdf,downloaded
2025-07-23T20:27:09.565788,COA13,2025-07-17,13-25-00334-CR,13-25-00334-CR_mem.pdf,downloaded
2025-07-23T20:27:10.160842,COA14,2025-07-17,14-25-00504-CR,14-25-00504-CR_mem.pdf,downloaded
2025-07-23T20:27:10.264815,COA14,2025-07-17,14-25-00551-CR,14-25-00551-CR_mem.pdf,downloaded
2025-07-23T20:27:12.948722,COA03,2025-07-18,03-25-00312-CR,03-25-00312-CR_mem.pdf,downloaded
2025-07-23T20:27:25.796606,COA05,2025-07-21,05-24-00398-CR,05-24-00398-CR_mem.pdf,downloaded
2025-07-23T20:27:35.324211,COA05,2025-07-22,05-25-00882-CR,05-25-00882-CR_mem.pdf,downloaded
2025-07-23T20:27:35.836586,COA06,2025-07-22,06-25-00107-CR,06-25-00107-CR_mem.pdf,downloaded
2025-07-23T20:27:37.340667,COA07,2025-07-22,07-24-00275-CR,07-24-00275-CR_mem.pdf,downloaded
2025-07-23T20:27:37.443689,COA07,2025-07-22,07-24-00344-CR,07-24-00344-CR_mem.pdf,downloaded
2025-07-23T20:27:42.374137,COA14,2025-07-22,14-23-00968-CR,14-23-00968-CR_mem.pdf,downloaded
2025-07-23T20:27:42.519391,COA14,2025-07-22,14-24-00098-CR,14-24-00098-CR_mem.pdf,downloaded
2025-07-23T20:27:42.635698,COA14,2025-07-22,14-24-00456-CR,14-24-00456-CR_mem.pdf,downloaded
2025-07-23T20:27:43.138866,COA14,2025-07-22,14-24-00646-CR,14-24-00646-CR_op.pdf,downloaded
2025-07-23T20:27:46.485357,COA04,2025-07-23,04-23-00267-CR,04-23-00267-CR_mem.pdf,downloaded
2025-07-23T20:27:46.590374,COA04,2025-07-23,04-23-00281-CR,04-23-00281-CR_mem.pdf,downloaded
2025-07-23T20:27:46.693111,COA04,2025-07-23,04-23-00355-CR,04-23-00355-CR_mem.pdf,downloaded
2025-07-23T20:27:46.815369,COA04,2025-07-23,04-23-00359-CR,04-23-00359-CR_mem.pdf,downloaded
2025-07-23T20:27:47.284012,COA04,2025-07-23,04-23-00365-CR,04-23-00365-CR_mem.pdf,downloaded
2025-07-23T20:27:47.423417,COA04,2025-07-23,04-23-00369-CR,04-23-00369-CR_mem.pdf,downloaded
2025-07-23T20:27:47.550886,COA04,2025-07-23,04-23-00739-CR,04-23-00739-CR_mem.pdf,downloaded
2025-07-23T20:27:47.648410,COA04,2025-07-23,04-23-00769-CR,04-23-00769-CR_mem.pdf,downloaded
2025-07-23T20:27:47.743021,COA04,2025-07-23,04-23-00787-CR,04-23-00787-CR_mem.pdf,downloaded
2025-07-23T20:27:47.835547,COA04,2025-07-23,04-23-00799-CR,04-23-00799-CR_mem.pdf,downloaded
2025-07-23T20:27:47.945799,COA04,2025-07-23,04-24-00149-CR,04-24-00149-CR_mem.pdf,downloaded
2025-07-23T20:27:48.039938,COA04,2025-07-23,04-24-00157-CR,04-24-00157-CR_mem.pdf,downloaded
2025-07-23T20:27:48.523006,COA04,2025-07-23,04-24-00452-CR,04-24-00452-CR_mem.pdf,downloaded
2025-07-23T20:27:48.668422,COA04,2025-07-23,04-25-00443-CR,04-25-00443-CR_mem.pdf,downloaded
2025-07-23T20:27:52.139282,COA09,2025-07-23,09-24-00129-CR,09-24-00129-CR_mem.pdf,downloaded
2025-07-23T20:27:52.331664,COA09,2025-07-23,09-24-00217-CR,09-24-00217-CR_mem.pdf,downloaded
2025-07-23T20:27:52.470429,COA09,2025-07-23,09-24-00439-CR,09-24-00439-CR_mem.pdf,downloaded
2025-07-23T20:27:52.597477,COA09,2025-07-23,09-25-00212-CR,09-25-00212-CR_mem.pdf,downloaded
